Date,Department,Dept_Date_Key,Total_Beds,Occupied_Beds,Occupancy_Rate
2025-08-22,Surgery,Surgery_2025-08-22,50,41,0.82
2025-08-23,Surgery,Surgery_2025-08-23,50,41,0.82
2025-08-24,Surgery,Surgery_2025-08-24,50,38,0.76
2025-08-25,Surgery,Surgery_2025-08-25,50,41,0.82
2025-08-26,Surgery,Surgery_2025-08-26,50,40,0.8
2025-08-27,Surgery,Surgery_2025-08-27,50,41,0.82
2025-08-28,Surgery,Surgery_2025-08-28,50,38,0.76
2025-08-29,Surgery,Surgery_2025-08-29,50,39,0.78
2025-08-30,Surgery,Surgery_2025-08-30,50,44,0.88
2025-08-31,Surgery,Surgery_2025-08-31,50,40,0.8
2025-09-01,Surgery,Surgery_2025-09-01,50,47,0.94
2025-09-02,Surgery,Surgery_2025-09-02,50,39,0.78
2025-09-03,Surgery,Surgery_2025-09-03,50,45,0.9
2025-09-04,Surgery,Surgery_2025-09-04,50,39,0.78
2025-09-05,Surgery,Surgery_2025-09-05,50,40,0.8
2025-09-06,Surgery,Surgery_2025-09-06,50,40,0.8
2025-09-07,Surgery,Surgery_2025-09-07,50,41,0.82
2025-09-08,Surgery,Surgery_2025-09-08,50,40,0.8
2025-09-09,Surgery,Surgery_2025-09-09,50,37,0.74
2025-09-10,Surgery,Surgery_2025-09-10,50,38,0.76
2025-09-11,Surgery,Surgery_2025-09-11,50,38,0.76
2025-09-12,Surgery,Surgery_2025-09-12,50,41,0.82
2025-09-13,Surgery,Surgery_2025-09-13,50,48,0.96
2025-09-14,Surgery,Surgery_2025-09-14,50,38,0.76
2025-09-15,Surgery,Surgery_2025-09-15,50,45,0.9
2025-09-16,Surgery,Surgery_2025-09-16,50,40,0.8
2025-09-17,Surgery,Surgery_2025-09-17,50,48,0.96
2025-09-18,Surgery,Surgery_2025-09-18,50,46,0.92
2025-09-19,Surgery,Surgery_2025-09-19,50,43,0.86
2025-09-20,Surgery,Surgery_2025-09-20,50,45,0.9
2025-09-21,Surgery,Surgery_2025-09-21,50,41,0.82
2025-09-22,Surgery,Surgery_2025-09-22,50,44,0.88
2025-09-23,Surgery,Surgery_2025-09-23,50,41,0.82
2025-09-24,Surgery,Surgery_2025-09-24,50,42,0.84
2025-09-25,Surgery,Surgery_2025-09-25,50,40,0.8
2025-09-26,Surgery,Surgery_2025-09-26,50,38,0.76
2025-09-27,Surgery,Surgery_2025-09-27,50,42,0.84
2025-09-28,Surgery,Surgery_2025-09-28,50,48,0.96
2025-09-29,Surgery,Surgery_2025-09-29,50,40,0.8
2025-09-30,Surgery,Surgery_2025-09-30,50,43,0.86
2025-10-01,Surgery,Surgery_2025-10-01,50,40,0.8
2025-10-02,Surgery,Surgery_2025-10-02,50,39,0.78
2025-10-03,Surgery,Surgery_2025-10-03,50,41,0.82
2025-10-04,Surgery,Surgery_2025-10-04,50,40,0.8
2025-10-05,Surgery,Surgery_2025-10-05,50,41,0.82
2025-10-06,Surgery,Surgery_2025-10-06,50,36,0.72
2025-10-07,Surgery,Surgery_2025-10-07,50,40,0.8
2025-10-08,Surgery,Surgery_2025-10-08,50,43,0.86
2025-10-09,Surgery,Surgery_2025-10-09,50,40,0.8
2025-10-10,Surgery,Surgery_2025-10-10,50,42,0.84
2025-10-11,Surgery,Surgery_2025-10-11,50,43,0.86
2025-10-12,Surgery,Surgery_2025-10-12,50,42,0.84
2025-10-13,Surgery,Surgery_2025-10-13,50,42,0.84
2025-10-14,Surgery,Surgery_2025-10-14,50,41,0.82
2025-10-15,Surgery,Surgery_2025-10-15,50,43,0.86
2025-10-16,Surgery,Surgery_2025-10-16,50,41,0.82
2025-10-17,Surgery,Surgery_2025-10-17,50,41,0.82
2025-10-18,Surgery,Surgery_2025-10-18,50,38,0.76
2025-10-19,Surgery,Surgery_2025-10-19,50,47,0.94
2025-10-20,Surgery,Surgery_2025-10-20,50,45,0.9
2025-10-21,Surgery,Surgery_2025-10-21,50,41,0.82
2025-10-22,Surgery,Surgery_2025-10-22,50,39,0.78
2025-10-23,Surgery,Surgery_2025-10-23,50,40,0.8
2025-10-24,Surgery,Surgery_2025-10-24,50,44,0.88
2025-10-25,Surgery,Surgery_2025-10-25,50,39,0.78
2025-10-26,Surgery,Surgery_2025-10-26,50,41,0.82
2025-10-27,Surgery,Surgery_2025-10-27,50,41,0.82
2025-10-28,Surgery,Surgery_2025-10-28,50,44,0.88
2025-10-29,Surgery,Surgery_2025-10-29,50,36,0.72
2025-10-30,Surgery,Surgery_2025-10-30,50,39,0.78
2025-10-31,Surgery,Surgery_2025-10-31,50,42,0.84
2025-11-01,Surgery,Surgery_2025-11-01,50,40,0.8
2025-11-02,Surgery,Surgery_2025-11-02,50,42,0.84
2025-11-03,Surgery,Surgery_2025-11-03,50,45,0.9
2025-11-04,Surgery,Surgery_2025-11-04,50,40,0.8
2025-11-05,Surgery,Surgery_2025-11-05,50,42,0.84
2025-11-06,Surgery,Surgery_2025-11-06,50,41,0.82
2025-11-07,Surgery,Surgery_2025-11-07,50,41,0.82
2025-11-08,Surgery,Surgery_2025-11-08,50,43,0.86
2025-11-09,Surgery,Surgery_2025-11-09,50,40,0.8
2025-11-10,Surgery,Surgery_2025-11-10,50,42,0.84
2025-11-11,Surgery,Surgery_2025-11-11,50,39,0.78
2025-11-12,Surgery,Surgery_2025-11-12,50,39,0.78
2025-11-13,Surgery,Surgery_2025-11-13,50,42,0.84
2025-11-14,Surgery,Surgery_2025-11-14,50,40,0.8
2025-11-15,Surgery,Surgery_2025-11-15,50,39,0.78
2025-11-16,Surgery,Surgery_2025-11-16,50,43,0.86
2025-11-17,Surgery,Surgery_2025-11-17,50,41,0.82
2025-11-18,Surgery,Surgery_2025-11-18,50,42,0.84
2025-11-19,Surgery,Surgery_2025-11-19,50,37,0.74
2025-11-20,Surgery,Surgery_2025-11-20,50,40,0.8
2025-11-21,Surgery,Surgery_2025-11-21,50,39,0.78
2025-11-22,Surgery,Surgery_2025-11-22,50,48,0.96
2025-11-23,Surgery,Surgery_2025-11-23,50,46,0.92
2025-11-24,Surgery,Surgery_2025-11-24,50,38,0.76
2025-11-25,Surgery,Surgery_2025-11-25,50,46,0.92
2025-11-26,Surgery,Surgery_2025-11-26,50,40,0.8
2025-11-27,Surgery,Surgery_2025-11-27,50,37,0.74
2025-11-28,Surgery,Surgery_2025-11-28,50,41,0.82
2025-11-29,Surgery,Surgery_2025-11-29,50,41,0.82
2025-11-30,Surgery,Surgery_2025-11-30,50,44,0.88
2025-12-01,Surgery,Surgery_2025-12-01,50,40,0.8
2025-12-02,Surgery,Surgery_2025-12-02,50,40,0.8
2025-12-03,Surgery,Surgery_2025-12-03,50,41,0.82
2025-12-04,Surgery,Surgery_2025-12-04,50,41,0.82
2025-12-05,Surgery,Surgery_2025-12-05,50,39,0.78
2025-12-06,Surgery,Surgery_2025-12-06,50,42,0.84
2025-12-07,Surgery,Surgery_2025-12-07,50,40,0.8
2025-12-08,Surgery,Surgery_2025-12-08,50,38,0.76
2025-12-09,Surgery,Surgery_2025-12-09,50,40,0.8
2025-12-10,Surgery,Surgery_2025-12-10,50,39,0.78
2025-12-11,Surgery,Surgery_2025-12-11,50,39,0.78
2025-12-12,Surgery,Surgery_2025-12-12,50,35,0.7
2025-12-13,Surgery,Surgery_2025-12-13,50,41,0.82
2025-12-14,Surgery,Surgery_2025-12-14,50,41,0.82
2025-12-15,Surgery,Surgery_2025-12-15,50,41,0.82
2025-12-16,Surgery,Surgery_2025-12-16,50,41,0.82
2025-12-17,Surgery,Surgery_2025-12-17,50,42,0.84
2025-12-18,Surgery,Surgery_2025-12-18,50,36,0.72
2025-12-19,Surgery,Surgery_2025-12-19,50,40,0.8
2025-12-20,Surgery,Surgery_2025-12-20,50,44,0.88
2025-12-21,Surgery,Surgery_2025-12-21,50,40,0.8
2025-12-22,Surgery,Surgery_2025-12-22,50,38,0.76
2025-12-23,Surgery,Surgery_2025-12-23,50,41,0.82
2025-12-24,Surgery,Surgery_2025-12-24,50,40,0.8
2025-12-25,Surgery,Surgery_2025-12-25,50,41,0.82
2025-12-26,Surgery,Surgery_2025-12-26,50,38,0.76
2025-12-27,Surgery,Surgery_2025-12-27,50,42,0.84
2025-12-28,Surgery,Surgery_2025-12-28,50,40,0.8
2025-12-29,Surgery,Surgery_2025-12-29,50,40,0.8
2025-12-30,Surgery,Surgery_2025-12-30,50,41,0.82
2025-12-31,Surgery,Surgery_2025-12-31,50,42,0.84
2024-01-01,Pediatrics,Pediatrics_2024-01-01,35,24,0.686
2024-01-02,Pediatrics,Pediatrics_2024-01-02,35,24,0.686
2024-01-03,Pediatrics,Pediatrics_2024-01-03,35,27,0.771
2024-01-04,Pediatrics,Pediatrics_2024-01-04,35,24,0.686
2024-01-05,Pediatrics,Pediatrics_2024-01-05,35,28,0.8
2024-01-06,Pediatrics,Pediatrics_2024-01-06,35,24,0.686
2024-01-07,Pediatrics,Pediatrics_2024-01-07,35,28,0.8
2024-01-08,Pediatrics,Pediatrics_2024-01-08,35,25,0.714
2024-01-09,Pediatrics,Pediatrics_2024-01-09,35,27,0.771
2024-01-10,Pediatrics,Pediatrics_2024-01-10,35,28,0.8
2024-01-11,Pediatrics,Pediatrics_2024-01-11,35,25,0.714
2024-01-12,Pediatrics,Pediatrics_2024-01-12,35,27,0.771
2024-01-13,Pediatrics,Pediatrics_2024-01-13,35,26,0.743
2024-01-14,Pediatrics,Pediatrics_2024-01-14,35,25,0.714
2024-01-15,Pediatrics,Pediatrics_2024-01-15,35,27,0.771
2024-01-16,Pediatrics,Pediatrics_2024-01-16,35,25,0.714
2024-01-17,Pediatrics,Pediatrics_2024-01-17,35,24,0.686
2024-01-18,Pediatrics,Pediatrics_2024-01-18,35,23,0.657
2024-01-19,Pediatrics,Pediatrics_2024-01-19,35,21,0.6
2024-01-20,Pediatrics,Pediatrics_2024-01-20,35,24,0.686
2024-01-21,Pediatrics,Pediatrics_2024-01-21,35,26,0.743
2024-01-22,Pediatrics,Pediatrics_2024-01-22,35,26,0.743
2024-01-23,Pediatrics,Pediatrics_2024-01-23,35,29,0.829
2024-01-24,Pediatrics,Pediatrics_2024-01-24,35,22,0.629
2024-01-25,Pediatrics,Pediatrics_2024-01-25,35,24,0.686
2024-01-26,Pediatrics,Pediatrics_2024-01-26,35,23,0.657
2024-01-27,Pediatrics,Pediatrics_2024-01-27,35,24,0.686
2024-01-28,Pediatrics,Pediatrics_2024-01-28,35,27,0.771
2024-01-29,Pediatrics,Pediatrics_2024-01-29,35,28,0.8
2024-01-30,Pediatrics,Pediatrics_2024-01-30,35,23,0.657
2024-01-31,Pediatrics,Pediatrics_2024-01-31,35,26,0.743
2024-02-01,Pediatrics,Pediatrics_2024-02-01,35,23,0.657
2024-02-02,Pediatrics,Pediatrics_2024-02-02,35,26,0.743
2024-02-03,Pediatrics,Pediatrics_2024-02-03,35,27,0.771
2024-02-04,Pediatrics,Pediatrics_2024-02-04,35,27,0.771
2024-02-05,Pediatrics,Pediatrics_2024-02-05,35,27,0.771
2024-02-06,Pediatrics,Pediatrics_2024-02-06,35,26,0.743
2024-02-07,Pediatrics,Pediatrics_2024-02-07,35,28,0.8
2024-02-08,Pediatrics,Pediatrics_2024-02-08,35,26,0.743
2024-02-09,Pediatrics,Pediatrics_2024-02-09,35,23,0.657
2024-02-10,Pediatrics,Pediatrics_2024-02-10,35,26,0.743
2024-02-11,Pediatrics,Pediatrics_2024-02-11,35,25,0.714
2024-02-12,Pediatrics,Pediatrics_2024-02-12,35,25,0.714
2024-02-13,Pediatrics,Pediatrics_2024-02-13,35,26,0.743
2024-02-14,Pediatrics,Pediatrics_2024-02-14,35,24,0.686
2024-02-15,Pediatrics,Pediatrics_2024-02-15,35,27,0.771
2024-02-16,Pediatrics,Pediatrics_2024-02-16,35,28,0.8
2024-02-17,Pediatrics,Pediatrics_2024-02-17,35,26,0.743
2024-02-18,Pediatrics,Pediatrics_2024-02-18,35,28,0.8
2024-02-19,Pediatrics,Pediatrics_2024-02-19,35,28,0.8
2024-02-20,Pediatrics,Pediatrics_2024-02-20,35,27,0.771
2024-02-21,Pediatrics,Pediatrics_2024-02-21,35,25,0.714
2024-02-22,Pediatrics,Pediatrics_2024-02-22,35,25,0.714
2024-02-23,Pediatrics,Pediatrics_2024-02-23,35,25,0.714
2024-02-24,Pediatrics,Pediatrics_2024-02-24,35,25,0.714
2024-02-25,Pediatrics,Pediatrics_2024-02-25,35,24,0.686
2024-02-26,Pediatrics,Pediatrics_2024-02-26,35,27,0.771
2024-02-27,Pediatrics,Pediatrics_2024-02-27,35,27,0.771
2024-02-28,Pediatrics,Pediatrics_2024-02-28,35,27,0.771
2024-02-29,Pediatrics,Pediatrics_2024-02-29,35,26,0.743
2024-03-01,Pediatrics,Pediatrics_2024-03-01,35,24,0.686
2024-03-02,Pediatrics,Pediatrics_2024-03-02,35,28,0.8
2024-03-03,Pediatrics,Pediatrics_2024-03-03,35,29,0.829
2024-03-04,Pediatrics,Pediatrics_2024-03-04,35,29,0.829
2024-03-05,Pediatrics,Pediatrics_2024-03-05,35,28,0.8
2024-03-06,Pediatrics,Pediatrics_2024-03-06,35,25,0.714
2024-03-07,Pediatrics,Pediatrics_2024-03-07,35,27,0.771
2024-03-08,Pediatrics,Pediatrics_2024-03-08,35,26,0.743
2024-03-09,Pediatrics,Pediatrics_2024-03-09,35,27,0.771
2024-03-10,Pediatrics,Pediatrics_2024-03-10,35,23,0.657
2024-03-11,Pediatrics,Pediatrics_2024-03-11,35,27,0.771
2024-03-12,Pediatrics,Pediatrics_2024-03-12,35,25,0.714
2024-03-13,Pediatrics,Pediatrics_2024-03-13,35,26,0.743
2024-03-14,Pediatrics,Pediatrics_2024-03-14,35,26,0.743
2024-03-15,Pediatrics,Pediatrics_2024-03-15,35,25,0.714
2024-03-16,Pediatrics,Pediatrics_2024-03-16,35,28,0.8
2024-03-17,Pediatrics,Pediatrics_2024-03-17,35,21,0.6
2024-03-18,Pediatrics,Pediatrics_2024-03-18,35,24,0.686
2024-03-19,Pediatrics,Pediatrics_2024-03-19,35,27,0.771
2024-03-20,Pediatrics,Pediatrics_2024-03-20,35,27,0.771
2024-03-21,Pediatrics,Pediatrics_2024-03-21,35,28,0.8
2024-03-22,Pediatrics,Pediatrics_2024-03-22,35,24,0.686
2024-03-23,Pediatrics,Pediatrics_2024-03-23,35,27,0.771
2024-03-24,Pediatrics,Pediatrics_2024-03-24,35,26,0.743
2024-03-25,Pediatrics,Pediatrics_2024-03-25,35,25,0.714
2024-03-26,Pediatrics,Pediatrics_2024-03-26,35,28,0.8
2024-03-27,Pediatrics,Pediatrics_2024-03-27,35,28,0.8
2024-03-28,Pediatrics,Pediatrics_2024-03-28,35,26,0.743
2024-03-29,Pediatrics,Pediatrics_2024-03-29,35,26,0.743
2024-03-30,Pediatrics,Pediatrics_2024-03-30,35,24,0.686
2024-03-31,Pediatrics,Pediatrics_2024-03-31,35,26,0.743
2024-04-01,Pediatrics,Pediatrics_2024-04-01,35,26,0.743
2024-04-02,Pediatrics,Pediatrics_2024-04-02,35,25,0.714
2024-04-03,Pediatrics,Pediatrics_2024-04-03,35,27,0.771
2024-04-04,Pediatrics,Pediatrics_2024-04-04,35,26,0.743
2024-04-05,Pediatrics,Pediatrics_2024-04-05,35,29,0.829
2024-04-06,Pediatrics,Pediatrics_2024-04-06,35,25,0.714
2024-04-07,Pediatrics,Pediatrics_2024-04-07,35,27,0.771
2024-04-08,Pediatrics,Pediatrics_2024-04-08,35,25,0.714
2024-04-09,Pediatrics,Pediatrics_2024-04-09,35,26,0.743
2024-04-10,Pediatrics,Pediatrics_2024-04-10,35,26,0.743
2024-04-11,Pediatrics,Pediatrics_2024-04-11,35,26,0.743
2024-04-12,Pediatrics,Pediatrics_2024-04-12,35,24,0.686
2024-04-13,Pediatrics,Pediatrics_2024-04-13,35,26,0.743
2024-04-14,Pediatrics,Pediatrics_2024-04-14,35,26,0.743
2024-04-15,Pediatrics,Pediatrics_2024-04-15,35,26,0.743
2024-04-16,Pediatrics,Pediatrics_2024-04-16,35,25,0.714
2024-04-17,Pediatrics,Pediatrics_2024-04-17,35,25,0.714
2024-04-18,Pediatrics,Pediatrics_2024-04-18,35,25,0.714
2024-04-19,Pediatrics,Pediatrics_2024-04-19,35,29,0.829
2024-04-20,Pediatrics,Pediatrics_2024-04-20,35,26,0.743
2024-04-21,Pediatrics,Pediatrics_2024-04-21,35,27,0.771
2024-04-22,Pediatrics,Pediatrics_2024-04-22,35,27,0.771
2024-04-23,Pediatrics,Pediatrics_2024-04-23,35,26,0.743
2024-04-24,Pediatrics,Pediatrics_2024-04-24,35,26,0.743
2024-04-25,Pediatrics,Pediatrics_2024-04-25,35,24,0.686
2024-04-26,Pediatrics,Pediatrics_2024-04-26,35,26,0.743
2024-04-27,Pediatrics,Pediatrics_2024-04-27,35,26,0.743
2024-04-28,Pediatrics,Pediatrics_2024-04-28,35,29,0.829
2024-04-29,Pediatrics,Pediatrics_2024-04-29,35,27,0.771
2024-04-30,Pediatrics,Pediatrics_2024-04-30,35,27,0.771
2024-05-01,Pediatrics,Pediatrics_2024-05-01,35,26,0.743
2024-05-02,Pediatrics,Pediatrics_2024-05-02,35,25,0.714
2024-05-03,Pediatrics,Pediatrics_2024-05-03,35,26,0.743
2024-05-04,Pediatrics,Pediatrics_2024-05-04,35,26,0.743
2024-05-05,Pediatrics,Pediatrics_2024-05-05,35,25,0.714
2024-05-06,Pediatrics,Pediatrics_2024-05-06,35,28,0.8
2024-05-07,Pediatrics,Pediatrics_2024-05-07,35,27,0.771
2024-05-08,Pediatrics,Pediatrics_2024-05-08,35,27,0.771
2024-05-09,Pediatrics,Pediatrics_2024-05-09,35,25,0.714
2024-05-10,Pediatrics,Pediatrics_2024-05-10,35,23,0.657
2024-05-11,Pediatrics,Pediatrics_2024-05-11,35,26,0.743
2024-05-12,Pediatrics,Pediatrics_2024-05-12,35,24,0.686
2024-05-13,Pediatrics,Pediatrics_2024-05-13,35,27,0.771
2024-05-14,Pediatrics,Pediatrics_2024-05-14,35,26,0.743
2024-05-15,Pediatrics,Pediatrics_2024-05-15,35,25,0.714
2024-05-16,Pediatrics,Pediatrics_2024-05-16,35,24,0.686
2024-05-17,Pediatrics,Pediatrics_2024-05-17,35,27,0.771
2024-05-18,Pediatrics,Pediatrics_2024-05-18,35,27,0.771
2024-05-19,Pediatrics,Pediatrics_2024-05-19,35,23,0.657
2024-05-20,Pediatrics,Pediatrics_2024-05-20,35,27,0.771
2024-05-21,Pediatrics,Pediatrics_2024-05-21,35,25,0.714
2024-05-22,Pediatrics,Pediatrics_2024-05-22,35,25,0.714
2024-05-23,Pediatrics,Pediatrics_2024-05-23,35,26,0.743
2024-05-24,Pediatrics,Pediatrics_2024-05-24,35,27,0.771
2024-05-25,Pediatrics,Pediatrics_2024-05-25,35,24,0.686
2024-05-26,Pediatrics,Pediatrics_2024-05-26,35,24,0.686
2024-05-27,Pediatrics,Pediatrics_2024-05-27,35,25,0.714
2024-05-28,Pediatrics,Pediatrics_2024-05-28,35,27,0.771
2024-05-29,Pediatrics,Pediatrics_2024-05-29,35,23,0.657
2024-05-30,Pediatrics,Pediatrics_2024-05-30,35,28,0.8
2024-05-31,Pediatrics,Pediatrics_2024-05-31,35,23,0.657
2024-06-01,Pediatrics,Pediatrics_2024-06-01,35,24,0.686
2024-06-02,Pediatrics,Pediatrics_2024-06-02,35,25,0.714
2024-06-03,Pediatrics,Pediatrics_2024-06-03,35,26,0.743
2024-06-04,Pediatrics,Pediatrics_2024-06-04,35,27,0.771
2024-06-05,Pediatrics,Pediatrics_2024-06-05,35,24,0.686
2024-06-06,Pediatrics,Pediatrics_2024-06-06,35,24,0.686
2024-06-07,Pediatrics,Pediatrics_2024-06-07,35,28,0.8
2024-06-08,Pediatrics,Pediatrics_2024-06-08,35,26,0.743
2024-06-09,Pediatrics,Pediatrics_2024-06-09,35,29,0.829
2024-06-10,Pediatrics,Pediatrics_2024-06-10,35,27,0.771
2024-06-11,Pediatrics,Pediatrics_2024-06-11,35,27,0.771
2024-06-12,Pediatrics,Pediatrics_2024-06-12,35,27,0.771
2024-06-13,Pediatrics,Pediatrics_2024-06-13,35,26,0.743
2024-06-14,Pediatrics,Pediatrics_2024-06-14,35,25,0.714
2024-06-15,Pediatrics,Pediatrics_2024-06-15,35,25,0.714
2024-06-16,Pediatrics,Pediatrics_2024-06-16,35,27,0.771
2024-06-17,Pediatrics,Pediatrics_2024-06-17,35,28,0.8
2024-06-18,Pediatrics,Pediatrics_2024-06-18,35,26,0.743
2024-06-19,Pediatrics,Pediatrics_2024-06-19,35,25,0.714
2024-06-20,Pediatrics,Pediatrics_2024-06-20,35,25,0.714
2024-06-21,Pediatrics,Pediatrics_2024-06-21,35,25,0.714
2024-06-22,Pediatrics,Pediatrics_2024-06-22,35,25,0.714
2024-06-23,Pediatrics,Pediatrics_2024-06-23,35,26,0.743
2024-06-24,Pediatrics,Pediatrics_2024-06-24,35,26,0.743
2024-06-25,Pediatrics,Pediatrics_2024-06-25,35,29,0.829
2024-06-26,Pediatrics,Pediatrics_2024-06-26,35,25,0.714
2024-06-27,Pediatrics,Pediatrics_2024-06-27,35,25,0.714
2024-06-28,Pediatrics,Pediatrics_2024-06-28,35,26,0.743
2024-06-29,Pediatrics,Pediatrics_2024-06-29,35,25,0.714
2024-06-30,Pediatrics,Pediatrics_2024-06-30,35,24,0.686
2024-07-01,Pediatrics,Pediatrics_2024-07-01,35,27,0.771
2024-07-02,Pediatrics,Pediatrics_2024-07-02,35,25,0.714
2024-07-03,Pediatrics,Pediatrics_2024-07-03,35,26,0.743
2024-07-04,Pediatrics,Pediatrics_2024-07-04,35,26,0.743
2024-07-05,Pediatrics,Pediatrics_2024-07-05,35,27,0.771
2024-07-06,Pediatrics,Pediatrics_2024-07-06,35,27,0.771
2024-07-07,Pediatrics,Pediatrics_2024-07-07,35,25,0.714
2024-07-08,Pediatrics,Pediatrics_2024-07-08,35,26,0.743
2024-07-09,Pediatrics,Pediatrics_2024-07-09,35,25,0.714
2024-07-10,Pediatrics,Pediatrics_2024-07-10,35,26,0.743
2024-07-11,Pediatrics,Pediatrics_2024-07-11,35,27,0.771
2024-07-12,Pediatrics,Pediatrics_2024-07-12,35,27,0.771
2024-07-13,Pediatrics,Pediatrics_2024-07-13,35,24,0.686
2024-07-14,Pediatrics,Pediatrics_2024-07-14,35,27,0.771
2024-07-15,Pediatrics,Pediatrics_2024-07-15,35,24,0.686
2024-07-16,Pediatrics,Pediatrics_2024-07-16,35,24,0.686
2024-07-17,Pediatrics,Pediatrics_2024-07-17,35,23,0.657
2024-07-18,Pediatrics,Pediatrics_2024-07-18,35,27,0.771
2024-07-19,Pediatrics,Pediatrics_2024-07-19,35,25,0.714
2024-07-20,Pediatrics,Pediatrics_2024-07-20,35,26,0.743
2024-07-21,Pediatrics,Pediatrics_2024-07-21,35,25,0.714
2024-07-22,Pediatrics,Pediatrics_2024-07-22,35,25,0.714
2024-07-23,Pediatrics,Pediatrics_2024-07-23,35,28,0.8
2024-07-24,Pediatrics,Pediatrics_2024-07-24,35,22,0.629
2024-07-25,Pediatrics,Pediatrics_2024-07-25,35,26,0.743
2024-07-26,Pediatrics,Pediatrics_2024-07-26,35,27,0.771
2024-07-27,Pediatrics,Pediatrics_2024-07-27,35,30,0.857
2024-07-28,Pediatrics,Pediatrics_2024-07-28,35,27,0.771
2024-07-29,Pediatrics,Pediatrics_2024-07-29,35,29,0.829
2024-07-30,Pediatrics,Pediatrics_2024-07-30,35,25,0.714
2024-07-31,Pediatrics,Pediatrics_2024-07-31,35,26,0.743
2024-08-01,Pediatrics,Pediatrics_2024-08-01,35,25,0.714
2024-08-02,Pediatrics,Pediatrics_2024-08-02,35,27,0.771
2024-08-03,Pediatrics,Pediatrics_2024-08-03,35,26,0.743
2024-08-04,Pediatrics,Pediatrics_2024-08-04,35,27,0.771
2024-08-05,Pediatrics,Pediatrics_2024-08-05,35,27,0.771
2024-08-06,Pediatrics,Pediatrics_2024-08-06,35,28,0.8
2024-08-07,Pediatrics,Pediatrics_2024-08-07,35,25,0.714
2024-08-08,Pediatrics,Pediatrics_2024-08-08,35,25,0.714
2024-08-09,Pediatrics,Pediatrics_2024-08-09,35,29,0.829
2024-08-10,Pediatrics,Pediatrics_2024-08-10,35,25,0.714
2024-08-11,Pediatrics,Pediatrics_2024-08-11,35,27,0.771
2024-08-12,Pediatrics,Pediatrics_2024-08-12,35,23,0.657
2024-08-13,Pediatrics,Pediatrics_2024-08-13,35,30,0.857
2024-08-14,Pediatrics,Pediatrics_2024-08-14,35,28,0.8
2024-08-15,Pediatrics,Pediatrics_2024-08-15,35,24,0.686
2024-08-16,Pediatrics,Pediatrics_2024-08-16,35,26,0.743
2024-08-17,Pediatrics,Pediatrics_2024-08-17,35,27,0.771
2024-08-18,Pediatrics,Pediatrics_2024-08-18,35,26,0.743
2024-08-19,Pediatrics,Pediatrics_2024-08-19,35,26,0.743
2024-08-20,Pediatrics,Pediatrics_2024-08-20,35,24,0.686
2024-08-21,Pediatrics,Pediatrics_2024-08-21,35,26,0.743
2024-08-22,Pediatrics,Pediatrics_2024-08-22,35,26,0.743
2024-08-23,Pediatrics,Pediatrics_2024-08-23,35,27,0.771
2024-08-24,Pediatrics,Pediatrics_2024-08-24,35,27,0.771
2024-08-25,Pediatrics,Pediatrics_2024-08-25,35,26,0.743
2024-08-26,Pediatrics,Pediatrics_2024-08-26,35,24,0.686
2024-08-27,Pediatrics,Pediatrics_2024-08-27,35,28,0.8
2024-08-28,Pediatrics,Pediatrics_2024-08-28,35,25,0.714
2024-08-29,Pediatrics,Pediatrics_2024-08-29,35,25,0.714
2024-08-30,Pediatrics,Pediatrics_2024-08-30,35,26,0.743
2024-08-31,Pediatrics,Pediatrics_2024-08-31,35,26,0.743
2024-09-01,Pediatrics,Pediatrics_2024-09-01,35,27,0.771
2024-09-02,Pediatrics,Pediatrics_2024-09-02,35,24,0.686
2024-09-03,Pediatrics,Pediatrics_2024-09-03,35,26,0.743
2024-09-04,Pediatrics,Pediatrics_2024-09-04,35,25,0.714
2024-09-05,Pediatrics,Pediatrics_2024-09-05,35,25,0.714
2024-09-06,Pediatrics,Pediatrics_2024-09-06,35,25,0.714
2024-09-07,Pediatrics,Pediatrics_2024-09-07,35,27,0.771
2024-09-08,Pediatrics,Pediatrics_2024-09-08,35,27,0.771
2024-09-09,Pediatrics,Pediatrics_2024-09-09,35,26,0.743
2024-09-10,Pediatrics,Pediatrics_2024-09-10,35,25,0.714
2024-09-11,Pediatrics,Pediatrics_2024-09-11,35,28,0.8
2024-09-12,Pediatrics,Pediatrics_2024-09-12,35,22,0.629
2024-09-13,Pediatrics,Pediatrics_2024-09-13,35,28,0.8
2024-09-14,Pediatrics,Pediatrics_2024-09-14,35,24,0.686
2024-09-15,Pediatrics,Pediatrics_2024-09-15,35,26,0.743
2024-09-16,Pediatrics,Pediatrics_2024-09-16,35,29,0.829
2024-09-17,Pediatrics,Pediatrics_2024-09-17,35,26,0.743
2024-09-18,Pediatrics,Pediatrics_2024-09-18,35,28,0.8
2024-09-19,Pediatrics,Pediatrics_2024-09-19,35,25,0.714
2024-09-20,Pediatrics,Pediatrics_2024-09-20,35,27,0.771
2024-09-21,Pediatrics,Pediatrics_2024-09-21,35,21,0.6
2024-09-22,Pediatrics,Pediatrics_2024-09-22,35,24,0.686
2024-09-23,Pediatrics,Pediatrics_2024-09-23,35,26,0.743
2024-09-24,Pediatrics,Pediatrics_2024-09-24,35,28,0.8
2024-09-25,Pediatrics,Pediatrics_2024-09-25,35,27,0.771
2024-09-26,Pediatrics,Pediatrics_2024-09-26,35,25,0.714
