Date,Department,Dept_Date_Key,Nurses_On_Shift,Patients_Assigned,Patient_To_Nurse_Ratio
2025-07-31,Surgery,Surgery_2025-07-31,13,40,3.08
2025-08-01,Surgery,Surgery_2025-08-01,13,40,3.08
2025-08-02,Surgery,Surgery_2025-08-02,14,42,3.0
2025-08-03,Surgery,Surgery_2025-08-03,13,38,2.92
2025-08-04,Surgery,Surgery_2025-08-04,15,44,2.93
2025-08-05,Surgery,Surgery_2025-08-05,15,45,3.0
2025-08-06,Surgery,Surgery_2025-08-06,14,42,3.0
2025-08-07,Surgery,Surgery_2025-08-07,14,42,3.0
2025-08-08,Surgery,Surgery_2025-08-08,14,42,3.0
2025-08-09,Surgery,Surgery_2025-08-09,13,39,3.0
2025-08-10,Surgery,Surgery_2025-08-10,13,39,3.0
2025-08-11,Surgery,Surgery_2025-08-11,12,36,3.0
2025-08-12,Surgery,Surgery_2025-08-12,14,41,2.93
2025-08-13,Surgery,Surgery_2025-08-13,14,42,3.0
2025-08-14,Surgery,Surgery_2025-08-14,15,44,2.93
2025-08-15,Surgery,Surgery_2025-08-15,14,41,2.93
2025-08-16,Surgery,Surgery_2025-08-16,14,43,3.07
2025-08-17,Surgery,Surgery_2025-08-17,15,45,3.0
2025-08-18,Surgery,Surgery_2025-08-18,14,41,2.93
2025-08-19,Surgery,Surgery_2025-08-19,14,41,2.93
2025-08-20,Surgery,Surgery_2025-08-20,13,38,2.92
2025-08-21,Surgery,Surgery_2025-08-21,14,41,2.93
2025-08-22,Surgery,Surgery_2025-08-22,14,41,2.93
2025-08-23,Surgery,Surgery_2025-08-23,14,41,2.93
2025-08-24,Surgery,Surgery_2025-08-24,13,38,2.92
2025-08-25,Surgery,Surgery_2025-08-25,14,41,2.93
2025-08-26,Surgery,Surgery_2025-08-26,13,40,3.08
2025-08-27,Surgery,Surgery_2025-08-27,14,41,2.93
2025-08-28,Surgery,Surgery_2025-08-28,13,38,2.92
2025-08-29,Surgery,Surgery_2025-08-29,13,39,3.0
2025-08-30,Surgery,Surgery_2025-08-30,15,44,2.93
2025-08-31,Surgery,Surgery_2025-08-31,13,40,3.08
2025-09-01,Surgery,Surgery_2025-09-01,16,47,2.94
2025-09-02,Surgery,Surgery_2025-09-02,13,39,3.0
2025-09-03,Surgery,Surgery_2025-09-03,15,45,3.0
2025-09-04,Surgery,Surgery_2025-09-04,13,39,3.0
2025-09-05,Surgery,Surgery_2025-09-05,13,40,3.08
2025-09-06,Surgery,Surgery_2025-09-06,13,40,3.08
2025-09-07,Surgery,Surgery_2025-09-07,14,41,2.93
2025-09-08,Surgery,Surgery_2025-09-08,13,40,3.08
2025-09-09,Surgery,Surgery_2025-09-09,12,37,3.08
2025-09-10,Surgery,Surgery_2025-09-10,13,38,2.92
2025-09-11,Surgery,Surgery_2025-09-11,13,38,2.92
2025-09-12,Surgery,Surgery_2025-09-12,14,41,2.93
2025-09-13,Surgery,Surgery_2025-09-13,16,48,3.0
2025-09-14,Surgery,Surgery_2025-09-14,13,38,2.92
2025-09-15,Surgery,Surgery_2025-09-15,15,45,3.0
2025-09-16,Surgery,Surgery_2025-09-16,13,40,3.08
2025-09-17,Surgery,Surgery_2025-09-17,16,48,3.0
2025-09-18,Surgery,Surgery_2025-09-18,15,46,3.07
2025-09-19,Surgery,Surgery_2025-09-19,14,43,3.07
2025-09-20,Surgery,Surgery_2025-09-20,15,45,3.0
2025-09-21,Surgery,Surgery_2025-09-21,14,41,2.93
2025-09-22,Surgery,Surgery_2025-09-22,15,44,2.93
2025-09-23,Surgery,Surgery_2025-09-23,14,41,2.93
2025-09-24,Surgery,Surgery_2025-09-24,14,42,3.0
2025-09-25,Surgery,Surgery_2025-09-25,13,40,3.08
2025-09-26,Surgery,Surgery_2025-09-26,13,38,2.92
2025-09-27,Surgery,Surgery_2025-09-27,14,42,3.0
2025-09-28,Surgery,Surgery_2025-09-28,16,48,3.0
2025-09-29,Surgery,Surgery_2025-09-29,13,40,3.08
2025-09-30,Surgery,Surgery_2025-09-30,14,43,3.07
2025-10-01,Surgery,Surgery_2025-10-01,13,40,3.08
2025-10-02,Surgery,Surgery_2025-10-02,13,39,3.0
2025-10-03,Surgery,Surgery_2025-10-03,14,41,2.93
2025-10-04,Surgery,Surgery_2025-10-04,13,40,3.08
2025-10-05,Surgery,Surgery_2025-10-05,14,41,2.93
2025-10-06,Surgery,Surgery_2025-10-06,12,36,3.0
2025-10-07,Surgery,Surgery_2025-10-07,13,40,3.08
2025-10-08,Surgery,Surgery_2025-10-08,14,43,3.07
2025-10-09,Surgery,Surgery_2025-10-09,13,40,3.08
2025-10-10,Surgery,Surgery_2025-10-10,14,42,3.0
2025-10-11,Surgery,Surgery_2025-10-11,14,43,3.07
2025-10-12,Surgery,Surgery_2025-10-12,14,42,3.0
2025-10-13,Surgery,Surgery_2025-10-13,14,42,3.0
2025-10-14,Surgery,Surgery_2025-10-14,14,41,2.93
2025-10-15,Surgery,Surgery_2025-10-15,14,43,3.07
2025-10-16,Surgery,Surgery_2025-10-16,14,41,2.93
2025-10-17,Surgery,Surgery_2025-10-17,14,41,2.93
2025-10-18,Surgery,Surgery_2025-10-18,13,38,2.92
2025-10-19,Surgery,Surgery_2025-10-19,16,47,2.94
2025-10-20,Surgery,Surgery_2025-10-20,15,45,3.0
2025-10-21,Surgery,Surgery_2025-10-21,14,41,2.93
2025-10-22,Surgery,Surgery_2025-10-22,13,39,3.0
2025-10-23,Surgery,Surgery_2025-10-23,13,40,3.08
2025-10-24,Surgery,Surgery_2025-10-24,15,44,2.93
2025-10-25,Surgery,Surgery_2025-10-25,13,39,3.0
2025-10-26,Surgery,Surgery_2025-10-26,14,41,2.93
2025-10-27,Surgery,Surgery_2025-10-27,14,41,2.93
2025-10-28,Surgery,Surgery_2025-10-28,15,44,2.93
2025-10-29,Surgery,Surgery_2025-10-29,12,36,3.0
2025-10-30,Surgery,Surgery_2025-10-30,13,39,3.0
2025-10-31,Surgery,Surgery_2025-10-31,14,42,3.0
2025-11-01,Surgery,Surgery_2025-11-01,13,40,3.08
2025-11-02,Surgery,Surgery_2025-11-02,14,42,3.0
2025-11-03,Surgery,Surgery_2025-11-03,15,45,3.0
2025-11-04,Surgery,Surgery_2025-11-04,13,40,3.08
2025-11-05,Surgery,Surgery_2025-11-05,14,42,3.0
2025-11-06,Surgery,Surgery_2025-11-06,14,41,2.93
2025-11-07,Surgery,Surgery_2025-11-07,14,41,2.93
2025-11-08,Surgery,Surgery_2025-11-08,14,43,3.07
2025-11-09,Surgery,Surgery_2025-11-09,13,40,3.08
2025-11-10,Surgery,Surgery_2025-11-10,14,42,3.0
2025-11-11,Surgery,Surgery_2025-11-11,13,39,3.0
2025-11-12,Surgery,Surgery_2025-11-12,13,39,3.0
2025-11-13,Surgery,Surgery_2025-11-13,14,42,3.0
2025-11-14,Surgery,Surgery_2025-11-14,13,40,3.08
2025-11-15,Surgery,Surgery_2025-11-15,13,39,3.0
2025-11-16,Surgery,Surgery_2025-11-16,14,43,3.07
2025-11-17,Surgery,Surgery_2025-11-17,14,41,2.93
2025-11-18,Surgery,Surgery_2025-11-18,14,42,3.0
2025-11-19,Surgery,Surgery_2025-11-19,12,37,3.08
2025-11-20,Surgery,Surgery_2025-11-20,13,40,3.08
2025-11-21,Surgery,Surgery_2025-11-21,13,39,3.0
2025-11-22,Surgery,Surgery_2025-11-22,16,48,3.0
2025-11-23,Surgery,Surgery_2025-11-23,15,46,3.07
2025-11-24,Surgery,Surgery_2025-11-24,13,38,2.92
2025-11-25,Surgery,Surgery_2025-11-25,15,46,3.07
2025-11-26,Surgery,Surgery_2025-11-26,13,40,3.08
2025-11-27,Surgery,Surgery_2025-11-27,12,37,3.08
2025-11-28,Surgery,Surgery_2025-11-28,14,41,2.93
2025-11-29,Surgery,Surgery_2025-11-29,14,41,2.93
2025-11-30,Surgery,Surgery_2025-11-30,15,44,2.93
2025-12-01,Surgery,Surgery_2025-12-01,13,40,3.08
2025-12-02,Surgery,Surgery_2025-12-02,13,40,3.08
2025-12-03,Surgery,Surgery_2025-12-03,14,41,2.93
2025-12-04,Surgery,Surgery_2025-12-04,14,41,2.93
2025-12-05,Surgery,Surgery_2025-12-05,13,39,3.0
2025-12-06,Surgery,Surgery_2025-12-06,14,42,3.0
2025-12-07,Surgery,Surgery_2025-12-07,13,40,3.08
2025-12-08,Surgery,Surgery_2025-12-08,13,38,2.92
2025-12-09,Surgery,Surgery_2025-12-09,13,40,3.08
2025-12-10,Surgery,Surgery_2025-12-10,13,39,3.0
2025-12-11,Surgery,Surgery_2025-12-11,13,39,3.0
2025-12-12,Surgery,Surgery_2025-12-12,12,35,2.92
2025-12-13,Surgery,Surgery_2025-12-13,14,41,2.93
2025-12-14,Surgery,Surgery_2025-12-14,14,41,2.93
2025-12-15,Surgery,Surgery_2025-12-15,14,41,2.93
2025-12-16,Surgery,Surgery_2025-12-16,14,41,2.93
2025-12-17,Surgery,Surgery_2025-12-17,14,42,3.0
2025-12-18,Surgery,Surgery_2025-12-18,12,36,3.0
2025-12-19,Surgery,Surgery_2025-12-19,13,40,3.08
2025-12-20,Surgery,Surgery_2025-12-20,15,44,2.93
2025-12-21,Surgery,Surgery_2025-12-21,13,40,3.08
2025-12-22,Surgery,Surgery_2025-12-22,13,38,2.92
2025-12-23,Surgery,Surgery_2025-12-23,14,41,2.93
2025-12-24,Surgery,Surgery_2025-12-24,13,40,3.08
2025-12-25,Surgery,Surgery_2025-12-25,14,41,2.93
2025-12-26,Surgery,Surgery_2025-12-26,13,38,2.92
2025-12-27,Surgery,Surgery_2025-12-27,14,42,3.0
2025-12-28,Surgery,Surgery_2025-12-28,13,40,3.08
2025-12-29,Surgery,Surgery_2025-12-29,13,40,3.08
2025-12-30,Surgery,Surgery_2025-12-30,14,41,2.93
2025-12-31,Surgery,Surgery_2025-12-31,14,42,3.0
2024-01-01,Pediatrics,Pediatrics_2024-01-01,5,24,4.8
2024-01-02,Pediatrics,Pediatrics_2024-01-02,5,24,4.8
2024-01-03,Pediatrics,Pediatrics_2024-01-03,5,27,5.4
2024-01-04,Pediatrics,Pediatrics_2024-01-04,5,24,4.8
2024-01-05,Pediatrics,Pediatrics_2024-01-05,6,28,4.67
2024-01-06,Pediatrics,Pediatrics_2024-01-06,5,24,4.8
2024-01-07,Pediatrics,Pediatrics_2024-01-07,6,28,4.67
2024-01-08,Pediatrics,Pediatrics_2024-01-08,5,25,5.0
2024-01-09,Pediatrics,Pediatrics_2024-01-09,5,27,5.4
2024-01-10,Pediatrics,Pediatrics_2024-01-10,6,28,4.67
2024-01-11,Pediatrics,Pediatrics_2024-01-11,5,25,5.0
2024-01-12,Pediatrics,Pediatrics_2024-01-12,5,27,5.4
2024-01-13,Pediatrics,Pediatrics_2024-01-13,5,26,5.2
2024-01-14,Pediatrics,Pediatrics_2024-01-14,5,25,5.0
2024-01-15,Pediatrics,Pediatrics_2024-01-15,5,27,5.4
2024-01-16,Pediatrics,Pediatrics_2024-01-16,5,25,5.0
2024-01-17,Pediatrics,Pediatrics_2024-01-17,5,24,4.8
2024-01-18,Pediatrics,Pediatrics_2024-01-18,5,23,4.6
2024-01-19,Pediatrics,Pediatrics_2024-01-19,4,21,5.25
2024-01-20,Pediatrics,Pediatrics_2024-01-20,5,24,4.8
2024-01-21,Pediatrics,Pediatrics_2024-01-21,5,26,5.2
2024-01-22,Pediatrics,Pediatrics_2024-01-22,5,26,5.2
2024-01-23,Pediatrics,Pediatrics_2024-01-23,6,29,4.83
2024-01-24,Pediatrics,Pediatrics_2024-01-24,4,22,5.5
2024-01-25,Pediatrics,Pediatrics_2024-01-25,5,24,4.8
2024-01-26,Pediatrics,Pediatrics_2024-01-26,5,23,4.6
2024-01-27,Pediatrics,Pediatrics_2024-01-27,5,24,4.8
2024-01-28,Pediatrics,Pediatrics_2024-01-28,5,27,5.4
2024-01-29,Pediatrics,Pediatrics_2024-01-29,6,28,4.67
2024-01-30,Pediatrics,Pediatrics_2024-01-30,5,23,4.6
2024-01-31,Pediatrics,Pediatrics_2024-01-31,5,26,5.2
2024-02-01,Pediatrics,Pediatrics_2024-02-01,5,23,4.6
2024-02-02,Pediatrics,Pediatrics_2024-02-02,5,26,5.2
2024-02-03,Pediatrics,Pediatrics_2024-02-03,5,27,5.4
2024-02-04,Pediatrics,Pediatrics_2024-02-04,5,27,5.4
2024-02-05,Pediatrics,Pediatrics_2024-02-05,5,27,5.4
2024-02-06,Pediatrics,Pediatrics_2024-02-06,5,26,5.2
2024-02-07,Pediatrics,Pediatrics_2024-02-07,6,28,4.67
2024-02-08,Pediatrics,Pediatrics_2024-02-08,5,26,5.2
2024-02-09,Pediatrics,Pediatrics_2024-02-09,5,23,4.6
2024-02-10,Pediatrics,Pediatrics_2024-02-10,5,26,5.2
2024-02-11,Pediatrics,Pediatrics_2024-02-11,5,25,5.0
2024-02-12,Pediatrics,Pediatrics_2024-02-12,5,25,5.0
2024-02-13,Pediatrics,Pediatrics_2024-02-13,5,26,5.2
2024-02-14,Pediatrics,Pediatrics_2024-02-14,5,24,4.8
2024-02-15,Pediatrics,Pediatrics_2024-02-15,5,27,5.4
2024-02-16,Pediatrics,Pediatrics_2024-02-16,6,28,4.67
2024-02-17,Pediatrics,Pediatrics_2024-02-17,5,26,5.2
2024-02-18,Pediatrics,Pediatrics_2024-02-18,6,28,4.67
2024-02-19,Pediatrics,Pediatrics_2024-02-19,6,28,4.67
2024-02-20,Pediatrics,Pediatrics_2024-02-20,5,27,5.4
2024-02-21,Pediatrics,Pediatrics_2024-02-21,5,25,5.0
2024-02-22,Pediatrics,Pediatrics_2024-02-22,5,25,5.0
2024-02-23,Pediatrics,Pediatrics_2024-02-23,5,25,5.0
2024-02-24,Pediatrics,Pediatrics_2024-02-24,5,25,5.0
2024-02-25,Pediatrics,Pediatrics_2024-02-25,5,24,4.8
2024-02-26,Pediatrics,Pediatrics_2024-02-26,5,27,5.4
2024-02-27,Pediatrics,Pediatrics_2024-02-27,5,27,5.4
2024-02-28,Pediatrics,Pediatrics_2024-02-28,5,27,5.4
2024-02-29,Pediatrics,Pediatrics_2024-02-29,5,26,5.2
2024-03-01,Pediatrics,Pediatrics_2024-03-01,5,24,4.8
2024-03-02,Pediatrics,Pediatrics_2024-03-02,6,28,4.67
2024-03-03,Pediatrics,Pediatrics_2024-03-03,6,29,4.83
2024-03-04,Pediatrics,Pediatrics_2024-03-04,6,29,4.83
2024-03-05,Pediatrics,Pediatrics_2024-03-05,6,28,4.67
2024-03-06,Pediatrics,Pediatrics_2024-03-06,5,25,5.0
2024-03-07,Pediatrics,Pediatrics_2024-03-07,5,27,5.4
2024-03-08,Pediatrics,Pediatrics_2024-03-08,5,26,5.2
2024-03-09,Pediatrics,Pediatrics_2024-03-09,5,27,5.4
2024-03-10,Pediatrics,Pediatrics_2024-03-10,5,23,4.6
2024-03-11,Pediatrics,Pediatrics_2024-03-11,5,27,5.4
2024-03-12,Pediatrics,Pediatrics_2024-03-12,5,25,5.0
2024-03-13,Pediatrics,Pediatrics_2024-03-13,5,26,5.2
2024-03-14,Pediatrics,Pediatrics_2024-03-14,5,26,5.2
2024-03-15,Pediatrics,Pediatrics_2024-03-15,5,25,5.0
2024-03-16,Pediatrics,Pediatrics_2024-03-16,6,28,4.67
2024-03-17,Pediatrics,Pediatrics_2024-03-17,4,21,5.25
2024-03-18,Pediatrics,Pediatrics_2024-03-18,5,24,4.8
2024-03-19,Pediatrics,Pediatrics_2024-03-19,5,27,5.4
2024-03-20,Pediatrics,Pediatrics_2024-03-20,5,27,5.4
2024-03-21,Pediatrics,Pediatrics_2024-03-21,6,28,4.67
2024-03-22,Pediatrics,Pediatrics_2024-03-22,5,24,4.8
2024-03-23,Pediatrics,Pediatrics_2024-03-23,5,27,5.4
2024-03-24,Pediatrics,Pediatrics_2024-03-24,5,26,5.2
2024-03-25,Pediatrics,Pediatrics_2024-03-25,5,25,5.0
2024-03-26,Pediatrics,Pediatrics_2024-03-26,6,28,4.67
2024-03-27,Pediatrics,Pediatrics_2024-03-27,6,28,4.67
2024-03-28,Pediatrics,Pediatrics_2024-03-28,5,26,5.2
2024-03-29,Pediatrics,Pediatrics_2024-03-29,5,26,5.2
2024-03-30,Pediatrics,Pediatrics_2024-03-30,5,24,4.8
2024-03-31,Pediatrics,Pediatrics_2024-03-31,5,26,5.2
2024-04-01,Pediatrics,Pediatrics_2024-04-01,5,26,5.2
2024-04-02,Pediatrics,Pediatrics_2024-04-02,5,25,5.0
2024-04-03,Pediatrics,Pediatrics_2024-04-03,5,27,5.4
2024-04-04,Pediatrics,Pediatrics_2024-04-04,5,26,5.2
2024-04-05,Pediatrics,Pediatrics_2024-04-05,6,29,4.83
2024-04-06,Pediatrics,Pediatrics_2024-04-06,5,25,5.0
2024-04-07,Pediatrics,Pediatrics_2024-04-07,5,27,5.4
2024-04-08,Pediatrics,Pediatrics_2024-04-08,5,25,5.0
2024-04-09,Pediatrics,Pediatrics_2024-04-09,5,26,5.2
2024-04-10,Pediatrics,Pediatrics_2024-04-10,5,26,5.2
2024-04-11,Pediatrics,Pediatrics_2024-04-11,5,26,5.2
2024-04-12,Pediatrics,Pediatrics_2024-04-12,5,24,4.8
2024-04-13,Pediatrics,Pediatrics_2024-04-13,5,26,5.2
2024-04-14,Pediatrics,Pediatrics_2024-04-14,5,26,5.2
2024-04-15,Pediatrics,Pediatrics_2024-04-15,5,26,5.2
2024-04-16,Pediatrics,Pediatrics_2024-04-16,5,25,5.0
2024-04-17,Pediatrics,Pediatrics_2024-04-17,5,25,5.0
2024-04-18,Pediatrics,Pediatrics_2024-04-18,5,25,5.0
2024-04-19,Pediatrics,Pediatrics_2024-04-19,6,29,4.83
2024-04-20,Pediatrics,Pediatrics_2024-04-20,5,26,5.2
2024-04-21,Pediatrics,Pediatrics_2024-04-21,5,27,5.4
2024-04-22,Pediatrics,Pediatrics_2024-04-22,5,27,5.4
2024-04-23,Pediatrics,Pediatrics_2024-04-23,5,26,5.2
2024-04-24,Pediatrics,Pediatrics_2024-04-24,5,26,5.2
2024-04-25,Pediatrics,Pediatrics_2024-04-25,5,24,4.8
2024-04-26,Pediatrics,Pediatrics_2024-04-26,5,26,5.2
2024-04-27,Pediatrics,Pediatrics_2024-04-27,5,26,5.2
2024-04-28,Pediatrics,Pediatrics_2024-04-28,6,29,4.83
2024-04-29,Pediatrics,Pediatrics_2024-04-29,5,27,5.4
2024-04-30,Pediatrics,Pediatrics_2024-04-30,5,27,5.4
2024-05-01,Pediatrics,Pediatrics_2024-05-01,5,26,5.2
2024-05-02,Pediatrics,Pediatrics_2024-05-02,5,25,5.0
2024-05-03,Pediatrics,Pediatrics_2024-05-03,5,26,5.2
2024-05-04,Pediatrics,Pediatrics_2024-05-04,5,26,5.2
2024-05-05,Pediatrics,Pediatrics_2024-05-05,5,25,5.0
2024-05-06,Pediatrics,Pediatrics_2024-05-06,6,28,4.67
2024-05-07,Pediatrics,Pediatrics_2024-05-07,5,27,5.4
2024-05-08,Pediatrics,Pediatrics_2024-05-08,5,27,5.4
2024-05-09,Pediatrics,Pediatrics_2024-05-09,5,25,5.0
2024-05-10,Pediatrics,Pediatrics_2024-05-10,5,23,4.6
2024-05-11,Pediatrics,Pediatrics_2024-05-11,5,26,5.2
2024-05-12,Pediatrics,Pediatrics_2024-05-12,5,24,4.8
2024-05-13,Pediatrics,Pediatrics_2024-05-13,5,27,5.4
2024-05-14,Pediatrics,Pediatrics_2024-05-14,5,26,5.2
2024-05-15,Pediatrics,Pediatrics_2024-05-15,5,25,5.0
2024-05-16,Pediatrics,Pediatrics_2024-05-16,5,24,4.8
2024-05-17,Pediatrics,Pediatrics_2024-05-17,5,27,5.4
2024-05-18,Pediatrics,Pediatrics_2024-05-18,5,27,5.4
2024-05-19,Pediatrics,Pediatrics_2024-05-19,5,23,4.6
2024-05-20,Pediatrics,Pediatrics_2024-05-20,5,27,5.4
2024-05-21,Pediatrics,Pediatrics_2024-05-21,5,25,5.0
2024-05-22,Pediatrics,Pediatrics_2024-05-22,5,25,5.0
2024-05-23,Pediatrics,Pediatrics_2024-05-23,5,26,5.2
2024-05-24,Pediatrics,Pediatrics_2024-05-24,5,27,5.4
2024-05-25,Pediatrics,Pediatrics_2024-05-25,5,24,4.8
2024-05-26,Pediatrics,Pediatrics_2024-05-26,5,24,4.8
2024-05-27,Pediatrics,Pediatrics_2024-05-27,5,25,5.0
2024-05-28,Pediatrics,Pediatrics_2024-05-28,5,27,5.4
2024-05-29,Pediatrics,Pediatrics_2024-05-29,5,23,4.6
2024-05-30,Pediatrics,Pediatrics_2024-05-30,6,28,4.67
2024-05-31,Pediatrics,Pediatrics_2024-05-31,5,23,4.6
2024-06-01,Pediatrics,Pediatrics_2024-06-01,5,24,4.8
2024-06-02,Pediatrics,Pediatrics_2024-06-02,5,25,5.0
2024-06-03,Pediatrics,Pediatrics_2024-06-03,5,26,5.2
2024-06-04,Pediatrics,Pediatrics_2024-06-04,5,27,5.4
2024-06-05,Pediatrics,Pediatrics_2024-06-05,5,24,4.8
2024-06-06,Pediatrics,Pediatrics_2024-06-06,5,24,4.8
2024-06-07,Pediatrics,Pediatrics_2024-06-07,6,28,4.67
2024-06-08,Pediatrics,Pediatrics_2024-06-08,5,26,5.2
2024-06-09,Pediatrics,Pediatrics_2024-06-09,6,29,4.83
2024-06-10,Pediatrics,Pediatrics_2024-06-10,5,27,5.4
2024-06-11,Pediatrics,Pediatrics_2024-06-11,5,27,5.4
2024-06-12,Pediatrics,Pediatrics_2024-06-12,5,27,5.4
2024-06-13,Pediatrics,Pediatrics_2024-06-13,5,26,5.2
2024-06-14,Pediatrics,Pediatrics_2024-06-14,5,25,5.0
2024-06-15,Pediatrics,Pediatrics_2024-06-15,5,25,5.0
2024-06-16,Pediatrics,Pediatrics_2024-06-16,5,27,5.4
2024-06-17,Pediatrics,Pediatrics_2024-06-17,6,28,4.67
2024-06-18,Pediatrics,Pediatrics_2024-06-18,5,26,5.2
2024-06-19,Pediatrics,Pediatrics_2024-06-19,5,25,5.0
2024-06-20,Pediatrics,Pediatrics_2024-06-20,5,25,5.0
2024-06-21,Pediatrics,Pediatrics_2024-06-21,5,25,5.0
2024-06-22,Pediatrics,Pediatrics_2024-06-22,5,25,5.0
2024-06-23,Pediatrics,Pediatrics_2024-06-23,5,26,5.2
2024-06-24,Pediatrics,Pediatrics_2024-06-24,5,26,5.2
2024-06-25,Pediatrics,Pediatrics_2024-06-25,6,29,4.83
2024-06-26,Pediatrics,Pediatrics_2024-06-26,5,25,5.0
2024-06-27,Pediatrics,Pediatrics_2024-06-27,5,25,5.0
2024-06-28,Pediatrics,Pediatrics_2024-06-28,5,26,5.2
2024-06-29,Pediatrics,Pediatrics_2024-06-29,5,25,5.0
2024-06-30,Pediatrics,Pediatrics_2024-06-30,5,24,4.8
2024-07-01,Pediatrics,Pediatrics_2024-07-01,5,27,5.4
2024-07-02,Pediatrics,Pediatrics_2024-07-02,5,25,5.0
2024-07-03,Pediatrics,Pediatrics_2024-07-03,5,26,5.2
2024-07-04,Pediatrics,Pediatrics_2024-07-04,5,26,5.2
2024-07-05,Pediatrics,Pediatrics_2024-07-05,5,27,5.4
2024-07-06,Pediatrics,Pediatrics_2024-07-06,5,27,5.4
2024-07-07,Pediatrics,Pediatrics_2024-07-07,5,25,5.0
2024-07-08,Pediatrics,Pediatrics_2024-07-08,5,26,5.2
2024-07-09,Pediatrics,Pediatrics_2024-07-09,5,25,5.0
2024-07-10,Pediatrics,Pediatrics_2024-07-10,5,26,5.2
2024-07-11,Pediatrics,Pediatrics_2024-07-11,5,27,5.4
2024-07-12,Pediatrics,Pediatrics_2024-07-12,5,27,5.4
2024-07-13,Pediatrics,Pediatrics_2024-07-13,5,24,4.8
2024-07-14,Pediatrics,Pediatrics_2024-07-14,5,27,5.4
2024-07-15,Pediatrics,Pediatrics_2024-07-15,5,24,4.8
2024-07-16,Pediatrics,Pediatrics_2024-07-16,5,24,4.8
2024-07-17,Pediatrics,Pediatrics_2024-07-17,5,23,4.6
2024-07-18,Pediatrics,Pediatrics_2024-07-18,5,27,5.4
2024-07-19,Pediatrics,Pediatrics_2024-07-19,5,25,5.0
2024-07-20,Pediatrics,Pediatrics_2024-07-20,5,26,5.2
2024-07-21,Pediatrics,Pediatrics_2024-07-21,5,25,5.0
2024-07-22,Pediatrics,Pediatrics_2024-07-22,5,25,5.0
2024-07-23,Pediatrics,Pediatrics_2024-07-23,6,28,4.67
2024-07-24,Pediatrics,Pediatrics_2024-07-24,4,22,5.5
2024-07-25,Pediatrics,Pediatrics_2024-07-25,5,26,5.2
2024-07-26,Pediatrics,Pediatrics_2024-07-26,5,27,5.4
2024-07-27,Pediatrics,Pediatrics_2024-07-27,6,30,5.0
2024-07-28,Pediatrics,Pediatrics_2024-07-28,5,27,5.4
2024-07-29,Pediatrics,Pediatrics_2024-07-29,6,29,4.83
2024-07-30,Pediatrics,Pediatrics_2024-07-30,5,25,5.0
2024-07-31,Pediatrics,Pediatrics_2024-07-31,5,26,5.2
2024-08-01,Pediatrics,Pediatrics_2024-08-01,5,25,5.0
2024-08-02,Pediatrics,Pediatrics_2024-08-02,5,27,5.4
2024-08-03,Pediatrics,Pediatrics_2024-08-03,5,26,5.2
2024-08-04,Pediatrics,Pediatrics_2024-08-04,5,27,5.4
2024-08-05,Pediatrics,Pediatrics_2024-08-05,5,27,5.4
2024-08-06,Pediatrics,Pediatrics_2024-08-06,6,28,4.67
2024-08-07,Pediatrics,Pediatrics_2024-08-07,5,25,5.0
2024-08-08,Pediatrics,Pediatrics_2024-08-08,5,25,5.0
2024-08-09,Pediatrics,Pediatrics_2024-08-09,6,29,4.83
2024-08-10,Pediatrics,Pediatrics_2024-08-10,5,25,5.0
2024-08-11,Pediatrics,Pediatrics_2024-08-11,5,27,5.4
2024-08-12,Pediatrics,Pediatrics_2024-08-12,5,23,4.6
2024-08-13,Pediatrics,Pediatrics_2024-08-13,6,30,5.0
2024-08-14,Pediatrics,Pediatrics_2024-08-14,6,28,4.67
2024-08-15,Pediatrics,Pediatrics_2024-08-15,5,24,4.8
2024-08-16,Pediatrics,Pediatrics_2024-08-16,5,26,5.2
2024-08-17,Pediatrics,Pediatrics_2024-08-17,5,27,5.4
2024-08-18,Pediatrics,Pediatrics_2024-08-18,5,26,5.2
2024-08-19,Pediatrics,Pediatrics_2024-08-19,5,26,5.2
2024-08-20,Pediatrics,Pediatrics_2024-08-20,5,24,4.8
2024-08-21,Pediatrics,Pediatrics_2024-08-21,5,26,5.2
2024-08-22,Pediatrics,Pediatrics_2024-08-22,5,26,5.2
2024-08-23,Pediatrics,Pediatrics_2024-08-23,5,27,5.4
2024-08-24,Pediatrics,Pediatrics_2024-08-24,5,27,5.4
2024-08-25,Pediatrics,Pediatrics_2024-08-25,5,26,5.2
2024-08-26,Pediatrics,Pediatrics_2024-08-26,5,24,4.8
2024-08-27,Pediatrics,Pediatrics_2024-08-27,6,28,4.67
2024-08-28,Pediatrics,Pediatrics_2024-08-28,5,25,5.0
2024-08-29,Pediatrics,Pediatrics_2024-08-29,5,25,5.0
2024-08-30,Pediatrics,Pediatrics_2024-08-30,5,26,5.2
2024-08-31,Pediatrics,Pediatrics_2024-08-31,5,26,5.2
2024-09-01,Pediatrics,Pediatrics_2024-09-01,5,27,5.4
2024-09-02,Pediatrics,Pediatrics_2024-09-02,5,24,4.8
2024-09-03,Pediatrics,Pediatrics_2024-09-03,5,26,5.2
2024-09-04,Pediatrics,Pediatrics_2024-09-04,5,25,5.0
2024-09-05,Pediatrics,Pediatrics_2024-09-05,5,25,5.0
2024-09-06,Pediatrics,Pediatrics_2024-09-06,5,25,5.0
